type,title,author,availability,birthDate.confidence,birthDate.value.precision,birthDate.value.str,birthDate.value.timestamp,brand,crawlTimestamp,date,description.confidence,description.value,descriptionHtml.confidence,descriptionHtml.value,diffbotUri,estimatedDate,height,humanLanguage,icon,id,importance,multipleProducts,name.confidence,name.value,naturalHeight,naturalWidth,nbIncomingEdges,nbOrigins,offerPrice,offerPriceDetails.amount,offerPriceDetails.symbol,offerPriceDetails.text,origin,originalType,pageUrl,primary,publisherCountry,publisherRegion,regularPrice,regularPriceDetails.amount,regularPriceDetails.symbol,regularPriceDetails.text,siteName,text,url,width,xpath
"image","Grünkohl-Smoothie selber machen","Grünkohl-Smoothie",,,,,,,,,,,,,"image|3|-47132598",,"214",,,,,,,,"225","300",,,,,,,,,,,,,,,,,,,"https://www.lecker.de/assets/styles/300x225/public/lecker/getraenke_1/gruenkohlsmoothie/gruenkohl-smoothie-q.jpg?itok=RfZI9Bnt","285",
"image","Szegediner Gulaschsuppe Rezept","Szegediner Gulaschsuppe Zum Rezept",,,,,,,,,,,,,"image|3|1262781318",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/szegediner-gulaschsuppe-kochen-und-geniessen-01-2015-F5968101,id=544b66ef,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Schnelle Zucchini-Fisch-Pfanne Rezept",,,,,,,,,,,,,,"image|3|-2134938094",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/schnelle-zucchini-fisch-pfanne-F4831801,id=a18fba86,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Chili-Rindfleisch-Topf Rezept","Chili-Rindfleisch-Topf Zum Rezept",,,,,,,,,,,,,"image|3|124035836",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/chili-rindfleisch-topf-F4671303,id=29c74322,b=lecker,w=590,h=442,cg=c.jpg","570",
"article","47 leckere ""Raclette"" Rezepte",,,,,,,,,,,,,,"article|3|-847281847",,,"de","https://www.lecker.de/sites/all/themes/lecker/icons/apple-touch-icon-152x152.png",,,,,,,,,,,,,,,"other","https://www.lecker.de/rezepte/raclette",,"Germany","Germany",,,,,"lecker.de","Raclette - auf die Pfännchen, fertig, los!
Raclette ist einfach unschlagbar, wenn es darum geht, Gemüse und Fleisch auf vielfältigste Art und Weise zu kombinieren. Entsprechend viele Raclette-Rezepte warten darauf, ausprobiert zu werden. Rund um den Raclettgrill ist es immer sehr gesellig, deshalb ist das Pfännchen-Vergnügen besonders an Silvester sehr beliebt. Alle sind auf der Suche nach der idealen Zutaten-Kombination, und schieben ein Pfännchen nach dem anderen in den Racletteofen. Doch Hunger hat nach dem Raclette sicher keiner mehr! Dank einer große Auswahl an Raclette-Zutaten und leckeren Raclette-Beilagen kommt hier kulinarisch jeder auf seine Kosten. Während oben auf dem Raclette Fleisch jeder Sorte brutzelt, zerläuft der Raclettekäse über den mit Gemüse gefüllten Pfännchen.
Raclette-Grill kaufen – diese Tipps helfen
Raclette-Grill: Unter diesem Begriff kannst du dir sicher etwas vorstellen. Aber wenn du das für dich perfekte Gerät kaufen möchtest, kommt es auf die Details an: Metall- oder Steinplatte? Acht oder 16 Pfännchen? Wie hoch soll die Wattzahl des Raclette-Gerätes idealerweise sein? Kein Problem: Hier erfährst du, welcher Raclette-Grill am besten zu dir und deinem Geldbeutel passt und was andere Kunden am heimischen Grill für Erfahrungen gemacht haben. Nur eins musst du selbst machen: die Raclette-Pfännchen befüllen.
Was braucht man für Raclette?
Die Raclette-Pfännchen werden meist mit Gemüse und Käse, aber auch mit Fleisch gefüllt. Eine köstliche Idee ist das Raclette-Pfännchen mit Ziegenfrischkäse, Preiselbeeren, Schwarzwälder Schinken, Birne, genauso gut ist das Raclette-Pfännchen mit Kartoffeln, Chorizo und Raclettekäse oder das Raclette-Pfännchen mit Tortillachips, Jalapenos, Raclettekäse. Diejenigen, die es nicht so außergewöhnlich mögen, können ihr Pfännchen nach persönlichem Belieben füllen, zum Beispiel mit Kartoffeln oder Pilzen. Achten Sie darauf, dass Sie Zutaten wie Kartoffeln vorgaren, denn im Racletteofen werden sie lediglich überbacken. Geeignete Fleischsorten sind zum Beispiel Rind, Schwein, Wild oder Lamm. Oder Sie probieren mal Garnelen aus!
Tipp: Den passenden Raclettgrill finden Sie auf Amazon.
Video-Tipp
Was ist Raclettekäse?
Raclettekäse ist ein leicht schmelzender Schnittkäse der Vollfett- oder Rahmstufe, er ist die wichtigste Zutat für das Schweizer Nationalgericht, das Raclette. Mit ihm werden die gefüllten Pfännchen überbacken. Neben dem typischen Raclettekäse können Sie auch andere gut schmelzende Käse-Sorten zum Überbacken verwenden, zum Beispiel Mozzarella, Gorgonzola, Cheddar, Bergkäse, Butterkäse, Gouda, Pecorino und Camembert.
Raclettekäse ist vielfältig einsetzbar – nicht nur die Pfännchen kann man damit belegen, sondern auch cremigen Kartoffelauflauf mit Raclette oder Blätterteig-Quiches mit Schinken, Birne und Raclette-Käse lassen sich daraus zaubern.",,,
"article","Sous-Vide Set von Severin",,,,,,,,,,,,,,"article|3|136852980",,,"de","https://d27so4lebom4m9.cloudfront.net/assets/favicon/fallback_favicon-2df0dc7fb5743f45da586aefe85787a6.ico",,,,,,,,,,,,,,,"other","http://gewinnspiel.lecker.de/sweepstakes/p/4",,"Germany","Germany",,,,,"lecker.de","",,,
"article","Dessert zubereiten",,,,,,,,,,,,,,"article|3|1047046073",,,"de","https://www.lecker.de/sites/all/themes/lecker/icons/apple-touch-icon-152x152.png",,,,,,,,,,,,,,,"other","https://www.lecker.de/kochen/dessert-nachtisch-nachspeise",,"Germany","Germany",,,,,"lecker.de","Das Dessert ist der krönende Abschluss eines jeden Menüs. Ob Crème brûlée, Zitronensorbet oder klassischer Pudding - mit einem süßen Nachtisch verzauberst du deine Gäste. Wie dein Lieblings-Dessert garantiert gelingt, zeigen wir dir hier in unserer Kochschule Dessert Schritt für Schritt.
Video-Tipp
Backmatte - welche ist die Beste für Macarons, Biskuitrollen und Hundekekse?
Schokofondue: So gelingt eure Nachspeise garantiert
Schokobrunnen: Bei diesem Küchengerät schlagen Foodie-Herzen höher
Kaiserschmarrn-Grundrezept
Crème brûlée
Apfel-Trifle
Zitronensorbet - so geht's
Dessert | Nachtisch | Nachspeise
Das Dessert - auch Nachtisch oder Nachspeise genannt - ist eine warme oder kalte Süßspeise, die als Gang am Ende eines Menüs serviert wird. Hierzu eignen sich viele süße Leckereien: Crêpes und Crème brûlée sind echte Dessert-Klassiker der französischen Dessert-Küche. Besonders beliebt bei Kindern ist Pudding.
Allerlei Obst wird zu Grütze, Kompott oder Marmelade: Apfelmus, Rhabarberkompott und Rote Grütze sind klassische Desserts aus Früchten. Besonders im Sommer ist Eis zum Nachtisch herrlich erfrischend. Ob Eiscreme, Sorbet oder Parfait - selbst gemachtes Eis ist in der warmen Jahreszeit der Höhepunkt eine jeden Menüs.
In unserer Kochschule Dessert zeigen wir die besten Rezepte und Tipps rund um Nachtisch und Nachspeise: Mit unseren Kochkursen bereitest du das Dessert Schritt für Schritt zu. Die Handgriffe zeigen wichtige Zubereitungsschritte von Gelatine verarbeiten bis Orangen filetieren. Wichtige Kochbegriffe rund um Dessert, Nachtisch und Nachspeise erklären wir in unserem Kochlexikon. Detaillierte Zutaten-Infos findest du in der Warenkunde.
Kinderschokoladen-Lava-Cake",,,
"article","Unsere lieblings Küchenaccessoires jetzt im Lecker-Laden",,,,,,,,,,,,,,"article|3|1977544211",,,"de","https://laden.lecker.de/skin/frontend/rwd/leckerladen/images/apple-touch-icon.png",,,,,,,,,,,,,,,"other","https://laden.lecker.de/",,"Germany","Germany",,,,,"lecker.de","Unsere lieblings Küchenaccessoires jetzt im Lecker-Laden
Wir, die Redaktion von LECKER, stöbern mit großer Leidenschaft nach neuen Küchentrends. Neben leckeren Rezepten zum Kochen und Backen suchen wir täglich mit viel Liebe nach tollen Küchenaccessoires und Dekoideen, die das Essen schöner machen. Getreu dem Motto „Schauen, stöbern, schönes finden“ haben wir tolle Gewürze und Küchendekoration. Bei uns finden Sie Ihr Lieblings-Küchenposter für die Wand, feines Porzellan, Frühstücksbrettchen und viele weitere schöne Dekorations-Utensilien die wir speziell für Sie aussuchen und entwerfen.
Außerdem haben wir unsere liebsten Küchenhelfer und Kochzubehör in unserem Online-Shop für Sie zusammengestellt. Unser Webshop präsentiert stets neue Dinge zum Verschenken oder einfach Selberbehalten. Es lohnt sich definitiv, ab und an vom Sofa aus, mit einem Tässchen Tee in der Hand, reinzuschauen.
Die passenden Zeitschriften zum Schmökern und Nachkochen finden Sie im LECKER-Laden. Bestellen Sie hier einfach verpasste oder verlorene Ausgaben vom LECKER Magazin und den LECKER Sonderheften nach. Wenn Sie die LECKER ganz bequem und regelmäßig zugeschickt bekommen möchten, schließen Sie gerne bei uns ein Abo ab.
Herzlich willkommen im LECKER-Laden und viel Spaß beim Einkaufen!",,,
"image","Marktsüppchen mit Petersiliengremolata Rezept",,,,,,,,,,,,,,"image|3|506944129",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/marktsueppchen-mit-petersiliengremolata-b,id=3acf0ac5,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Teller mini - Casablanca",,,,,,,,,,,,,,"image|3|606646589",,"208",,,,,,,,"208","210",,,,,,,,"other",,,,,,,,,,,"https://pvn.zoomoviewer.com/images/H103242835_0/210/210/Teller_mini_-_Casablanca.jpg","210",
"article","Herbst-Rezepte - saisonale Küche zur Erntezeit",,,,,,,,,,,,,,"article|3|-335837050",,,"de","https://www.lecker.de/sites/all/themes/lecker/icons/apple-touch-icon-152x152.png",,,,,,,,,,,,,,,"other","https://www.lecker.de/herbst",,"Germany","Germany",,,,,"lecker.de","Wenn im Herbst die Tage kürzer werden und sich der erste Frost ankündigt, werden die Rezepte herzhafter und wir stehen wieder länger in der Küche. Unsere Herbst-Rezepte für deftige Ofengerichte, heiße Suppen und süße Leckereien erfüllt alle kulinarischen Wünsche zur Erntezeit!",,,
"image","Bausparvertrag gewinnen",,,,,,,,,,,,,,"image|3|614734455",,"215",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32095/bausparfuchs.jpg?crop=&fit=crop&h=300&w=400","287",
"image","Gnocchi-Pfanne mit Feta-Cracker-Dip Rezept",,,,,,,,,,,,,,"image|3|-1722822140",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/gnocchi-pfanne-mit-feta-cracker-dip-4478743_3039867,id=221f7203,b=lecker,w=590,h=442,cg=c.jpg","570",
"product","LECKER Jutebeutel - Kalorien",,"1",,,,,"Lecker",,,,,,,"product|3|-1651093856",,,"de",,,,"1",,,,,,,"3,95€","3.95","€","3,95€",,,"https://laden.lecker.de/fanshop/lecker-jutebeutel-kalorien.html",,,,"8,95€","8.95","€","8,95€",,"• Lecker Jutebeutel
• ""Liebe kennt keine Kalorien""
• Die Liebeserklärungen an das Essen",,,
"article","Mehr Shell PrivatEnergie",,,,,,,,,,,,,,"article|3|1397156818",,,"de","https://www.shellprivatenergie.de/files/shell/img/favicon/apple-touch-icon.png",,,,,,,,,,,,,,,"other","http://gewinnspiel.lecker.de/sweepstakes/tupperware-backsets-gewinnen-26081",,"Germany","Germany",,,,,"shellprivatenergie.de","Winterzeit ist Backzeit!
Gewinnen Sie mit Shell PrivatEnergie eins von sieben Tupperware Backsets im Gesamtwert von 1.400 € und verwöhnen Sie Ihre Lieben daheim mit leckeren Keksen und Waffeln!
So einfach geht’s: Bis zum 03.01.2019 unten das Teilnahmeformular ausfüllen, Gewinnspiel-E-Mail bestätigen und fertig!
Wir drücken Ihnen die Daumen!
Verantwortlich für das Gewinnspiel ist Shell PrivatEnergie. Shell PrivatEnergie ist ein Angebot der First Utility GmbH. First Utility GmbH verwendet Shell Marken unter Lizenzvereinbarung. Diesbezügliche Verträge kommen ausschließlich mit First Utility GmbH zustande.",,,
"image","Pozole rojo (Eintopf mit Mais und Schweinegulasch) Rezept",,,,,,,,,,,,,,"image|3|827563870",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/Pozole-rojo-F8634901,id=c7ff0ccf,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","LECKER Jutebeutel - Kalorien",,,,,,,,,,,,,,"image|3|-1242710203",,"600",,,,,,,,"1800","1200",,,,,,,,,,"1",,,,,,,,,"https://pvn.zoomoviewer.com/images/H103240195_1/1800/1800/LECKER_Jutebeutel_-_Kalorien.jpg","400","/html[1]/body[1]/div[2]/div[1]/div[4]/div[1]/div[2]/div[2]/div[1]/form[1]/div[2]/div[2]/div[1]/img[1]"
"image","LECKER Sammelschuber",,,,,,,,,,,,,,"image|3|719138097",,"600",,,,,,,,"1800","1200",,,,,,,,,,"1",,,,,,,,,"https://pvn.zoomoviewer.com/images/H103240216_3/1800/1800/LECKER_Sammelschuber.jpg","400","/html[1]/body[1]/div[2]/div[1]/div[4]/div[1]/div[2]/div[2]/div[1]/form[1]/div[2]/div[2]/div[1]/img[1]"
"image","Möhren-Cremesuppe Rezept","Möhren-Cremesuppe Zum Rezept",,,,,,,,,,,,,"image|3|-1396122887",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/moehren-cremesuppe-F4690802,id=2c2ad469,b=lecker,w=590,h=442,cg=c.jpg","570",
"article","Home Sweet Home: Lieblings Küchendeko von Lecker",,,,,,,,,,,,,,"article|3|1477585813",,,"de","https://laden.lecker.de/skin/frontend/rwd/leckerladen/images/apple-touch-icon.png",,,,,,,,,,,,,,,"other","https://laden.lecker.de/fanshop.html",,"Germany","Germany",,,,,"lecker.de","Wir, die Redaktion der Zeitschrift LECKER, haben tagtäglich mit schönen Dingen und gutem Essen zu tun. Neben leckeren Rezepten entwerfen wir regelmäßig Küchendeko mit viel Liebe für Sie. Unsere schönsten Illustrationen aus dem LECKER Magazin und den LECKER Sonderheften verewigen wir für Sie als Lecker Lieblinge. Ob auf Postern, Frühstücksbrettchen, Jutebeuteln oder Frühstücks-Sets für Ihr zuhause oder zum Verschenken. Mit unseren LECKER Gewürzen sind Sie für jede Kochlaune gut gewappnet und in den Sammelschubern sind Ihre Lieblingsmagazine stilecht aufbewahrt.
Im Online-Shop von LECKER können Sie außerdem einzelne Ausgaben der LECKER, LECKER Sonderhefte und die LECKER Bücher bestellen. Wenn Sie die LECKER gerne Monat für Monat zugeschickt bekommen möchten, ohne eine erneute Bestellung zu betätigen schließen Sie ein Abo bei uns ab.",,,
"article","Suppen-Rezepte für jeden Geschmack",,,,,,,,,,,,,,"article|3|816123078",,,"de","https://www.lecker.de/sites/all/themes/lecker/icons/apple-touch-icon-152x152.png",,,,,,,,,,,,,,,"other","https://www.lecker.de/rezepte/suppen-rezepte",,"Germany","Germany",,,,,"lecker.de","Suppen-Rezepte sind rund ums Jahr gefragt - und das zu Recht! Denn Suppen-Rezepte sind unglaublich vielfältig, schmecken cremig, würzig, scharf oder deftig und machen als Vorspeise oder Hauptgericht eine gute Figur. Löffel raus, hier kommen unsere besten Suppen-Rezepte!",,,
"article","Frühling - Rezepte für einen leckeren Lenz",,,,,,,,,,,,,,"article|3|894742457",,,"de","https://www.lecker.de/sites/all/themes/lecker/icons/apple-touch-icon-152x152.png",,,,,,,,,,,,,,,"other","https://www.lecker.de/fruehling",,"Germany","Germany",,,,,"lecker.de","Im Frühling, wenn die Tage wieder länger und die Temperaturen milder werden, steht uns der Sinn nach leichten Gerichten mit knackigem Gemüse, Fisch, Geflügel & Co. Wir wünschen einen leckeren Lenz mit unseren schönsten Rezepten für den Frühling!",,,
"image","Ricotta-Gnocchi mit Petersilienbutter Rezept",,,,,,,,,,,,,,"image|3|-1404516984",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/ricotta-gnocchi-mit-petersilienbutter-,id=e49acdc2,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Pastinaken-Gnocchi mit Petersilie und roter Currysoße Rezept",,,,,,,,,,,,,,"image|3|-102445848",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/pastinaken-gnocchi-mit-petersilie-und-roter-currysosse-F4667901,id=001a0db6,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Ofen-Gnocchi mit fixer Bolognese Rezept",,,,,,,,,,,,,,"image|3|-1096573708",,"427",,,,,,,,"442","590",,,,,,,,"other",,"1",,,,,,,,,"https://images.lecker.de/ofen-gnocchi-mit-fixer-bolognese-F4575504,id=414a4c87,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Gemüseeintopf „Gipfel des Genusses“ Rezept",,,,,,,,,,,,,,"image|3|197131833",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/gemueseeintopf-gipfel-des-genuss-F9057102,id=e78e9e3a,b=lecker,w=590,h=442,cg=c.jpg","570",
"image",,,,,,,,,,,,,,,"image|3|2094333588",,"215",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32177/polaroid-pop---blau-560x420.jpg?crop=&fit=crop&h=300&w=400","287",
"image",,,,,,,,,,,,,,,"image|3|-1856436241",,"214",,,,,,,,"225","300",,,,,,,,"other",,,,,,,,,,,"https://www.lecker.de/assets/styles/300x225/public/field/image/hausmannskost-b.jpg?itok=h9KC95sL","285",
"image","Gnocchi-Hack-Pfanne mit Süßkartoffeln Rezept",,,,,,,,,,,,,,"image|3|1655778468",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/gnocchi-hack-pfanne-mit-suesskartoffeln-F8501801,id=2fb17995,b=lecker,w=590,h=442,cg=c.jpg","570",
"product","LECKER Jutebeutel - Super Food",,"1",,,,,"LECKER",,,,,,,"product|3|1398080746",,,"de",,,,"1",,,,,,,"3,95€","3.95","€","3,95€",,,"https://laden.lecker.de/schnaeppchen/lecker-jutebeutel-super-food.html",,,,"8,95€","8.95","€","8,95€",,"• LECKER Jutebeutel
• ""Super Food""
• Superheldeneinkaufsversion.",,,
"image","Gnocchi in Speck-Sahnesoße zu Frikadellen Rezept",,,,,,,,,,,,,,"image|3|1805859279",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/gnocchi-in-speck-sahnesosse-zu-frikadellen-F5223502,id=dacf01be,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Gnocchi in Würzrahm mit Speck",,,,,,,,,,,,,,"image|3|-618161738",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/gnocchi-in-wuerzrahm-mit-speck-F4837204,id=66c633b3,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Schneller Gyros-Eintopf Rezept",,,,,,,,,,,,,,"image|3|-1452806812",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/schneller-gyros-eintopf-F4900002,id=4bd52f8b,b=lecker,w=590,h=442,cg=c.jpg","570",
"image",,,,,,,,,,,,,,,"image|3|1462682524",,"230",,,,,,,,"490","900",,,,,,,,"other",,"1",,,,,,,,,"https://laden.lecker.de/media/wysiwyg/leckerladen/LeckerLaden_Teaser_oben1_Schauen_xx.jpg","623",
"image","Puten-Stew mit Möhren Rezept",,,,,,,,,,,,,,"image|3|-1214136812",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/puten-stew-mit-moehren-b,id=20a89784,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Wirsing-Minestrone mit Reis Rezept-F7483402",,,,,,,,,,,,,,"image|3|1085611455",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/wirsing-minestrone-mit-reis-F7483402,id=100ca163,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Rosenkohl-Gnocchi-Pfanne Rezept","Rosenkohl-Gnocchi-Pfanne Zum Rezept",,,,,,,,,,,,,"image|3|369174591",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/rosenkohl-gnocchi-pfanne-F7566602,id=e8510746,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Fischsuppe mit Skrei und Gemüse",,,,,,,,,,,,,,"image|3|794249948",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/fischsuppe-mit-skrei-und-gemuese-F7958202,id=6e237ae3,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Dreimal einen 100-Euro-Gutschein",,,,,,,,,,,,,,"image|3|-636256781",,"215",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32145/visual-2-560x420-logo.jpg?crop=&fit=crop&h=300&w=400","287",
"image","Kichererbsen-Tomaten-Eintopf mit Hackbällchen Rezept",,,,,,,,,,,,,,"image|3|530024443",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/Kichererbsen-Tomaten-Eintopf-mit-Hackbaellchen-rezepteF6164002,id=faaf0898,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","September-Schnüsch mit Eiertoast Rezept",,,,,,,,,,,,,,"image|3|-635721270",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/september-schnuesch-mit-eiertoast-F7338302,id=4d58ecd8,b=lecker,w=590,h=442,cg=c.jpg","570",
"image",,,,,,,,,,,,,,,"image|3|213386742",,"215",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32061/ariel-560x420.jpg?crop=&fit=crop&h=300&w=400","287",
"image","LECKER Poster - Himmel",,,,,,,,,,,,,,"image|3|-1924169570",,"600",,,,,,,,"600","426",,,,,,,,,,"1",,,,,,,,,"https://pvn.zoomoviewer.com/images/H103240208_2/1800/1800/LECKER_Poster_-_Himmel.jpg","426","/html[1]/body[1]/div[2]/div[1]/div[4]/div[1]/div[2]/div[2]/div[1]/form[1]/div[2]/div[2]/div[1]/img[1]"
"image","Gratiniertes Schweinefilet mit Senfbutter Rezept",,,,,,,,,,,,,,"image|3|1205878387",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/gratiniertes-schweinefilet-mit-senfbutter-,id=35226167,b=lecker,w=590,h=442,cg=c.jpg","570",
"image",,,,,,,,,,,,,,,"image|3|1979230853",,"397",,,,,,,,"420","560",,,,,,,,,,"1",,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32138/bildkompo-smeg-560x420-72dpi.jpg?crop=&fit=crop&h=420&w=560","530",
"image","Kohlrabifrischkäsesuppe mit Pop-overs Rezept",,,,,,,,,,,,,,"image|3|-175649433",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/kohlrabifrischkaesesuppe-mit-pop-overs-F5692003,id=0d5935fe,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Möhreneintopf Rezept","Möhreneintopf Zum Rezept",,,,,,,,,,,,,"image|3|-1444888325",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/moehreneintopf-f4648701,id=3f755add,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","Suppenrezepte - heiß geliebt, gern gelöffelt",,,,,,,,,,,,,,"image|3|427955292",,"442",,,,,,,,"457","610",,,,,,,,"other",,"1",,,,,,,,,"https://www.lecker.de/assets/styles/610x457/public/field/image/suppenrezepte-b11.jpg?itok=TzZK_dM4","590",
"image","Tupperware Backsets gewinnen",,,,,,,,,,,,,,"image|3|-1935792897",,"223",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/31653/gewinnspiel-560x420-final.jpg?crop=&fit=crop&h=300&w=400","298",
"image","Täglich neue Gewinnspiele",,,,,,,,,,,,,,"image|3|475954901",,"215",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/31574/894x669.jpg?crop=&fit=crop&h=300&w=400","287",
"image","Koffeinstarker Sound",,,,,,,,,,,,,,"image|3|-1559669489",,"223",,,,,,,,"300","400",,,,,,,,"other",,,,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32093/melitta-visual.jpg?crop=&fit=crop&h=300&w=400","298",
"image","Gnocchi in Pestosahne Rezept","Gnocchi in Pestosahne Zum Rezept",,,,,,,,,,,,,"image|3|1642501054",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/gnocchi-in-pestosahne-lecker-sonderheft-02-2017-F8915001,id=09b9d7ca,b=lecker,w=590,h=442,cg=c.jpg","570",
"product","Geschirrtuch - Ahoi",,"1",,,,,"Geschirrtuch",,,,,,,"product|3|701042612",,,"de",,,,"1",,,,,,,"9,95€","9.95","€","9,95€",,,"https://laden.lecker.de/schnaeppchen/geschirrtuch-ahoi.html",,,,"19,50€","19.5","€","19,50€",,"• LECKER Geschirrtuch ""Ahoi"" aus Leinen
• Handbedruckt mit kleinen Schiffen",,,
"image","Cheddar-Metttopf „Novemberglück“ Rezept",,,,,,,,,,,,,,"image|3|-2067271156",,"427",,,,,,,,"442","590",,,,,,,,"other",,,,,,,,,,,"https://images.lecker.de/cheddar-metttopf-novemberglueck-kug-11-2017-F9124702,id=b6d06f7d,b=lecker,w=590,h=442,cg=c.jpg","570",
"article","Ricola verlost fünf Design-Dosen",,,,,,,,,,,,,,"article|3|524977523",,,"de","https://d27so4lebom4m9.cloudfront.net/assets/favicon/fallback_favicon-2df0dc7fb5743f45da586aefe85787a6.ico",,,,,,,,,,,,,,,"other","http://gewinnspiel.lecker.de/sweepstakes/p/3",,"Germany","Germany",,,,,"lecker.de","",,,
"image",,,,,,,,,,,,,,,"image|3|-2091578174",,"215",,,,,,,,"300","400",,,,,,,,"other",,"1",,,,,,,,,"https://twinit-images.global.ssl.fastly.net/uploads/drawing_photo/photo/32217/sev-fs3601-sv2450-560x420px-mit.jpg?crop=&fit=crop&h=300&w=400","287",
"image","Blitzrezepte - lecker kochen in maximal 30 Minuten",,,,,,,,,,,,,,"image|3|942113381",,"442",,,,,,,,"457","610",,,,,,,,"other",,"1",,,,,,,,,"https://www.lecker.de/assets/styles/610x457/public/field/image/blitzrezepte-b12.jpg?itok=6NDRdEHj","590",
"image","Griechischer Bauernsalat Rezept",,,,,,,,,,,,,,"image|3|1887863769",,"427",,,,,,,,"442","590",,,,,,,,,,,,,,,,,,,"https://images.lecker.de/griechischer-bauernsalat-F7262707,id=3b61b09c,b=lecker,w=590,h=442,cg=c.jpg","570",
"image","LECKER Special 1/2017 ""All You Need Is sweet""",,,,,,,,,,,,,,"image|3|1248491376",,"208",,,,,,,,"210","158",,,,,,,,"other",,,,,,,,,,,"https://pvn.zoomoviewer.com/images/P785040029_6/210/210/LECKER_Special_1_2017_%22All_You_Need_Is_sweet%22.jpg","156",
